0.0,1883917.087,5036815.531,4159346.002
0.1,1883252.274,5036753.411,4159720.859
0.2,1882587.437,5036691.226,4160095.663
0.3,1881922.576,5036628.978,4160470.413
0.4,1881257.692,5036566.666,4160845.111
0.5,1880592.783,5036504.290,4161219.756
0.6,1879927.851,5036441.851,4161594.349
0.7,1879262.895,5036379.347,4161968.888
0.8,1878597.915,5036316.780,4162343.375
0.9,1877932.912,5036254.149,4162717.808
1.0,1877267.884,5036191.454,4163092.189
1.1,1876602.833,5036128.695,4163466.517
1.2,1875937.758,5036065.873,4163840.792
1.3,1875272.659,5036002.986,4164215.014
1.4,1874607.537,5035940.036,4164589.183
1.5,1873942.391,5035877.022,4164963.299
1.6,1873277.221,5035813.944,4165337.362
1.7,1872612.027,5035750.803,4165711.372
1.8,1871946.809,5035687.598,4166085.330
1.9,1871281.568,5035624.328,4166459.234
2.0,1870616.303,5035560.995,4166833.086
2.1,1869951.015,5035497.599,4167206.884
2.2,1869285.702,5035434.138,4167580.630
2.3,1868620.366,5035370.614,4167954.323
2.4,1867955.007,5035307.026,4168327.962
2.5,1867289.623,5035243.374,4168701.549
2.6,1866624.217,5035179.658,4169075.083
2.7,1865958.786,5035115.879,4169448.564
2.8,1865293.332,5035052.035,4169821.991
2.9,1864627.854,5034988.128,4170195.366
3.0,1863962.352,5034924.157,4170568.688
3.1,1863296.827,5034860.123,4170941.957
3.2,1862631.278,5034796.024,4171315.173
3.3,1861965.706,5034731.862,4171688.336
3.4,1861300.110,5034667.636,4172061.446
3.5,1860634.491,5034603.346,4172434.503
3.6,1859968.848,5034538.992,4172807.506
3.7,1859303.181,5034474.575,4173180.457
3.8,1858637.491,5034410.094,4173553.355
3.9,1857971.777,5034345.549,4173926.200
4.0,1857306.040,5034280.940,4174298.992
4.1,1856640.279,5034216.267,4174671.730
4.2,1855974.495,5034151.531,4175044.416
4.3,1855308.687,5034086.731,4175417.049
4.4,1854642.855,5034021.867,4175789.628
4.5,1853977.000,5033956.939,4176162.155
4.6,1853311.122,5033891.948,4176534.628
4.7,1852645.220,5033826.893,4176907.048
4.8,1851979.295,5033761.774,4177279.416
4.9,1851313.346,5033696.591,4177651.730
5.0,1850647.374,5033631.344,4178023.991
5.1,1849981.378,5033566.034,4178396.199
5.2,1849315.359,5033500.660,4178768.354
5.3,1848649.317,5033435.222,4179140.456
5.4,1847983.251,5033369.720,4179512.505
5.5,1847317.161,5033304.155,4179884.501
5.6,1846651.049,5033238.526,4180256.443
5.7,1845984.912,5033172.833,4180628.333
5.8,1845318.753,5033107.076,4181000.169
5.9,1844652.570,5033041.255,4181371.952
6.0,1843986.364,5032975.371,4181743.682
6.1,1843320.134,5032909.423,4182115.359
6.2,1842653.881,5032843.411,4182486.983
6.3,1841987.604,5032777.336,4182858.554
6.4,1841321.305,5032711.197,4183230.071
6.5,1840654.982,5032644.993,4183601.535
6.6,1839988.635,5032578.727,4183972.947
6.7,1839322.266,5032512.396,4184344.305
6.8,1838655.873,5032446.002,4184715.610
6.9,1837989.456,5032379.543,4185086.861
7.0,1837323.017,5032313.022,4185458.060
7.1,1836656.554,5032246.436,4185829.205
7.2,1835990.068,5032179.787,4186200.297
7.3,1835323.559,5032113.073,4186571.336
7.4,1834657.026,5032046.296,4186942.322
7.5,1833990.470,5031979.456,4187313.255
7.6,1833323.891,5031912.551,4187684.134
7.7,1832657.289,5031845.583,4188054.960
7.8,1831990.663,5031778.551,4188425.733
